"ID_place","Author","Project","Year","Status","Public","Latitude","Longitude","Country","Name_mod","Name_hist","Hydro_type","Hydro_name_mod","Hydro_name_hist","Locat_secure","Locat_text","Locat_precision","Source_hist","Source_feature_arch","Source_find_arch","Source_other","Place_type_general","Place_technique","Place_topography","Place_infrastructure","Place_function","Place_goods_finds","Actors_Activity","Place_hierarchy","Place_secure_info","Date_min","Date_max","Date_pre_1_cent_BC","Date_1_cent_BC","Date_1_cent_AD","Date_2_cent_AD","Date_3_cent_AD","Date_4_cent_AD","Date_5_cent_AD","Date_6_cent_AD","Date_7_cent_AD","Date_8_cent_AD","Date_9_cent_AD","Date_10_cent_AD","Date_11_cent_AD","Date_12_cent_AD","Date_13_cent_AD","Date_14_cent_AD","Date_15_cent_AD","Date_16_cent_AD","Date_17_cent_AD","Date_18_cent_AD","Date_19_cent_AD","Date_20_cent_AD","Date_secure","Date_text","Ref_hist","Ref_mod","Comments"
1620,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2014,1,"open",48.089,9.629,"Germany","Federseeried 1951",,"lake","Federsee",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Hoffmann/Mainberger 2017",
1621,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2014,1,"open",48.084,9.621,"Germany","Federseeried 1953",,"lake","Federsee",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Hoffmann/Mainberger 2017",
1622,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2014,1,"open",48.08,9.64,"Germany","Federseeried 1975",,"lake","Federsee",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Hoffmann/Mainberger 2017",
1623,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2014,1,"open",48.068,9.623,"Germany","Federseeried 1983",,"lake","Federsee",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Hoffmann/Mainberger 2017",
1624,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2014,1,"open",48.071,9.641,"Germany","Federseeried 1984",,"lake","Federsee",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Hoffmann/Mainberger 2017",
1625,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2014,1,"open",48.086,9.617,"Germany","Federseeried 1986/1",,"lake","Federsee",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,-2002,-2002,"yes",,,,,,,,,,,,,,,,,,,,,,"highly reliable","Dated via dendrochronology",,"Billamboz 1992, 298",
1626,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2014,1,"open",48.07,9.617,"Germany","Federseeried 1986/2",,"lake","Federsee",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,-1983,-1983,"yes",,,,,,,,,,,,,,,,,,,,,,"highly reliable","Dated via dendrochronology",,"Billamboz 1992, 306",
1627,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2014,1,"open",48.095,9.616,"Germany","Federseeried 1986/3",,"lake","Federsee",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,-1811,-1811,"yes",,,,,,,,,,,,,,,,,,,,,,"highly reliable","Dated via dendrochronology",,"Billamboz 1992, 298",
1628,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2014,1,"open",48.087,9.643,"Germany","Federseeried 1989",,"lake","Federsee",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Hoffmann/Mainberger 2017",
1629,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2014,1,"open",48.071,9.642,"Germany","Federseeried 1996",,"lake","Federsee",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Hoffmann/Mainberger 2017",
1630,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2014,1,"open",48.073,9.646,"Germany","Federseeried 1998",,"lake","Federsee",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Hoffmann/Mainberger 2017",
1631,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2014,1,"open",48.069,9.634,"Germany","Federseeried 2004/1",,"lake","Federsee",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,-2138,-1978,"yes",,,,,,,,,,,,,,,,,,,,,,"reliable","Dated via radiocarbon dating (BP 3675+/-45)",,"Schlichtherle/Hohl 2005, 61",
1632,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2014,1,"open",48.091,9.642,"Germany","Federseeried 2004/2",,"lake","Federsee",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,-2000,-2000,"yes",,,,,,,,,,,,,,,,,,,,,,"uncertain","Dated by the archaeological record",,"Schlichtherle/Hohl 2005, 61",
1633,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2014,1,"open",48.099,9.639,"Germany","Federseeried o. J.",,"lake","Federsee",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,650,650,,,,,,,,,"assumed",,,,,,,,,,,,,,"very uncertain","Dating basis uncertain",,"Hoffmann/Mainberger 2017",
1634,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2014,1,"open",48.078,9.633,"Germany","Federseeried o. J/1 (Federsee 14)",,"lake","Federsee",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,-600,-600,"yes",,,,,,,,,,,,,,,,,,,,,,"uncertain","Dated by the archaeological record",,"Paret 1930, 85",
1635,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2014,1,"open",48.087,9.642,"Germany","Federseeried o. J/2 (Federsee 16)",,"lake","Federsee",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Paret 1930, 86",
1636,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2014,1,"open",48.099,9.625,"Germany","Federseeried o. J/5 (Federsee 23)",,"lake","Federsee",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Paret 1930, 88",
1637,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2014,1,"open",48.101,9.63,"Germany","Federseeried o. J/6 (Federsee 24)",,"lake","Federsee",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Paret 1930, 88",
1638,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2014,1,"open",48.087,9.641,"Germany","Federseeried o. J/7 (Federsee 25)",,"lake","Federsee",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,1750,1750,,,,,,,,,,,,,,,,,,,"assumed","assumed","assumed",,"uncertain","Dated by the archaeological record",,"Paret 1930, 88",
1639,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2014,1,"open",48.087,9.616,"Germany","Federseeried o.J./8",,"lake","Federsee",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Hoffmann/Mainberger 2017",
1640,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2014,1,"open",48.078,9.606,"Germany","Federseeried um 1880 (Federsee 19)",,"lake","Federsee",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Paret 1930, 88",
1641,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",53.355,13.466,"Germany","Feldberg",,"lake","Breiter Luzin",,"uncertain",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Hirte 1987 X.34 (Taf. 105)",
1642,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",52.911,13.865,"Germany","Fergitz",,"lake","Oberucker See",,"uncertain",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Hirte 1987 X.35",
1643,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",52.146,9.277,"Germany","Fischbeck",,"river","Weser",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,1191,1191,,,,,,,,,,,,,,"yes","assumed",,,,,,,,"reliable","Dated via radiocarbon dating (BP 830+/-49)",,"Hirte 1987 IV.134 (Taf. 28)",
1644,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",54.239,10.064,"Germany","Flintbek",,"lake","Unknown",,"uncertain",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Hirte 1987 I.22",
1645,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",54.239,10.064,"Germany","Flintbek",,"lake","Unknown",,"uncertain",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Hirte 1987 I.23 (Taf. 19)",
1646,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",54.307,10.246,"Germany","Flüggendorf",,"lake","Unknown",,"uncertain",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Hirte 1987 I.24",
1647,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",51.88,9.466,"Germany","Forst",,"river","Weser",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Fielitz 2003",
1648,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2014,1,"open",49.996,8.281,"Germany","Fort Malakoff 1, Mainz",,"river","Rhine",,"highly reliable",,,"no","yes","yes",,"vessel","flat-bottomed vessel",,,,,,,,1575,1635,,,,,,,,,,,,,,,,,,"yes","yes",,,,"highly reliable","Dated via dendrochronology after 1575d, deposit dated via historical context",,"Höckmann 1999; Höckmann 2000",
1649,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2014,1,"open",49.996,8.281,"Germany","Fort Malakoff 2, Mainz",,"river","Rhine",,"highly reliable",,,"no","yes","yes",,"vessel","flat-bottomed vessel",,,,,,,,1625,1635,,,,,,,,,,,,,,,,,,,"yes",,,,"highly reliable","Dated via dendrochronology after 1635d, deposit dated via historical context",,"Höckmann 1999; Höckmann 2000",
1650,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",50.111,8.584,"Germany","Frankfurt-Nied",,"river","Nidda",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Hirte 1987 VI.300",
1651,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",50.099,8.66,"Germany","Frankfurt-Westhafen",,"river","Main",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Hirte 1987 VI.301",
1652,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",53.067,12.555,"Germany","Fretzdorf",,"river","Dosse",,"uncertain",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Hirte 1987 X.36",
1653,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",53.304,13.162,"Germany","Fürstensee",,"lake","Großer Fürstenseer See",,"uncertain",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Hirte 1987 X.36a; Bleile 2008 Nr. 22",
1654,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",53.172,13.44,"Germany","Gandenitz",,"lake","Unknown",,"uncertain",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Hirte 1987 X.37",
1655,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",54.369,13.642,"Germany","Garftitz",,"lake","Unknown",,"uncertain",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Hirte 1987 X.38; Bleile 2008 Nr. 23",
1656,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2014,1,"open",49.971,10.181,"Germany","Garstadt",,"river","Main",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,1350,1350,,,,,,,,,,,,,,,,"yes",,,,,,,"highly reliable","Dated via dendrochronology after 1360d",,"Hirte 1987 VIII.349; Kröger 2017, EN 23",
1657,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2014,1,"open",49.971,10.181,"Germany","Garstadt",,"river","Main",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,1346,1346,,,,,,,,,,,,,,,,"yes",,,,,,,"highly reliable","Dated via dendrochronology after 1356d",,"Hirte 1987 VIII.349; Kröger 2017, EN 24",
1658,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2014,1,"open",49.977,10.175,"Germany","Garstadt",,"river","Main",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Kröger 2017, EN 62",
1659,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",51.662,6.789,"Germany","Gartrop",,"river","Lippe",,"uncertain",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Hirte 1987 V.251; Hermanns 2008, Nr. 20",
1660,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",51.666,6.793,"Germany","Gartrop-Bühl",,"river","Lippe",,"uncertain",,,"no","yes","yes",,"vessel","logboat",,,,,,,,-325,-325,"yes",,,,,,,,,,,,,,,,,,,,,,"uncertain","Dating basis uncertain",,"Hirte 1987 V.252 (Taf. 98); Hermanns 2008, Nr. 21",
1661,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",53.425,10.374,"Germany","Geesthacht",,"river","Elbe",,"uncertain",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Hirte 1987 I.25",
1662,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2014,1,"open",49.91,10.318,"Germany","Gerolzhofen",,"lake","Großer Hörnausee",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,1970,1970,,,,,,,,,,,,,,,,,,,,,,"yes","reliable","Dated via radiocarbon dating",,"Kröger 2014b",
1663,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",53.699,12.776,"Germany","Gielow",,"river","Peene",,"uncertain",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Hirte 1987 X.39; Bleile 2008 Nr. 24",
1664,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2015,1,"open",50.587,8.672,"Germany","Gießen",,"river","Lahn",,"highly reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,791,791,,,,,,,,,,"yes",,,,,,,,,,,,,"highly reliable","Dated via dendrochronology",,"Recker 2005",
1665,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",52.49,10.544,"Germany","Gifhorn",,"river","Ise",,"uncertain",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Hirte 1987 IV.135 (Taf. 29)",
1666,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",52.484,10.547,"Germany","Gifhorn",,"river","Unknown",,"very uncertain",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Hirte 1987 IV.136",
1667,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2014,1,"open",49.772,8.384,"Germany","Gimbsheim",,"river","Rhine",,"reliable",,,"no","yes","yes",,"vessel","flat-bottomed vessel",,,,,,,,760,760,,,,,,,,,,"yes",,,,,,,,,,,,,"highly reliable","Dated via dendrochronology around 760d",,"Höckmann 1994; Höckmann 1997; Gräf 2006, 141; Kröger 2014a; Hakelberg 2003, S. 196",
1668,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",54.849,9.535,"Germany","Glücksburg",,"sea","Baltic Sea",,"uncertain",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Hirte 1987 I.26",
1669,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",54.837,9.545,"Germany","Glücksburg",,"sea","Baltic Sea",,"uncertain",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Hirte 1987 I.27",
1670,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2014,1,"open",52.203,8.724,"Germany","Gohfeld, Lkr. Herford",,"river","Werre",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,643,643,,,,,,,,,"yes",,,,,,,,,,,,,,"highly reliable","Dated via radiocarbon dating (1378 BP +/-41)",,"Hirte 1987 V.253 (Taf. 99); Kröger 2014a; Hermanns 2008, Nr. 54",
1671,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",53.628,12.108,"Germany","Goldberg",,"lake","Lüschow See",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Bleile 2008 Nr. 25",
1672,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",53.317,13.258,"Germany","Goldenbaum",,"river","Mühlenbach",,"uncertain",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Bleile 2008 Nr. 26",
1673,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",54.882,8.837,"Germany","Gotteskoog",,"lake","Unknown",,"uncertain",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Hirte 1987 I.28",
1674,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",51.518,9.917,"Germany","Göttingen-Geismar 1",,"lake","Unknown",,"uncertain",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Hirte 1987 IV.137",
1675,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",51.518,9.917,"Germany","Göttingen-Geismar 2",,"lake","Unknown",,"uncertain",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Hirte 1987 IV.137",
1676,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2014,1,"open",50.007,10.195,"Germany","Grafenrheinfeld",,"river","Main",,"uncertain",,,"no","yes","yes",,"vessel","logboat",,,,,,,,-260,-260,"yes",,,,,,,,,,,,,,,,,,,,,,"highly reliable","Dated via dendrochronology around -235d",,"Kröger 2017, EN 64",
1677,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",53.008,13.158,"Germany","Gransee (Museumsstück ohne Fundangabe)",,"lake","Unknown",,"very uncertain",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Hirte 1987 X.119 (Taf. 108)",
1678,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",53.412,12.906,"Germany","Granzin",,"lake","Möven See",,"uncertain",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Hirte 1987 X.40; Bleile 2008 Nr. 27",
1679,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2014,1,"open",54.098,13.379,"Germany","Greifswald, Steinbeckerstr.",,"river","Ryck",,"reliable",,,"no","yes","yes",,"vessel","flat-bottomed vessel",,,,,,,,1250,1250,,,,,,,,,,,,,,,"yes",,,,,,,,"highly reliable","Dated via dendrochronology after 1250d",,"Bleile 1998, S. 15",
1680,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",52.096,7.603,"Germany","Greven",,"river","Ems",,"uncertain",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Hermanns 2008, Nr. 1",
1681,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",51.236,12.728,"Germany","Grimma",,"lake","Unknown",,"uncertain",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Hirte 1987 X.41",
1682,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",54.08,13.744,"Germany","Groß Ernsthof",,"river","Ziese",,"uncertain",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Hirte 1987 X.42; Bleile 2008 Nr. 29",
1683,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",54.08,13.745,"Germany","Groß Ernsthof",,"river","Ziese",,"uncertain",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Hirte 1987 X.43; Bleile 2008 Nr. 28",
1684,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",53.628,9.379,"Germany","Groß Sterneberg",,"lake","Unknown",,"uncertain",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Hirte 1987 IV.138",
1685,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",52.062,13.851,"Germany","Groß Wasserburg",,"river","Spree",,"uncertain",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Hirte 1987 X.44",
1686,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",53.342,8.419,"Germany","Großenmeer",,"lake","Unknown",,"uncertain",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Hirte 1987 IV.139 (Taf. 31)",
1687,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2014,1,"open",49.725,9.218,"Germany","Großheubach",,"river","Main",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Hirte 1987 VIII.350; Kröger 2017, EN 10",
1688,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2014,1,"open",50.073,8.995,"Germany","Großkrotzenburg",,"river","Main",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,1622,1622,,,,,,,,,,,,,,,,,,,"yes",,,,"highly reliable","Dated via dendrochronology after 1622d",,"Hirte 1987 VI.304; Kröger 2017, EN 16",
1689,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2014,1,"open",50.081,8.984,"Germany","Großkrotzenburg (Museumsstück ohne Fundangabe)",,"river","Main",,"very uncertain",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Hirte 1987 VI.303; Kröger 2017, EN 15",
1690,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2014,1,"open",50.081,8.984,"Germany","Großkrotzenburg (Museumsstück ohne Fundangabe)",,"river","Main",,"very uncertain",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Hirte 1987 VI.305; Kröger 2017, EN 17",
1691,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2014,1,"open",50.082,8.984,"Germany","Großkrotzenburg (Museumsstück ohne Fundangabe)",,"river","Main",,"very uncertain",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Hirte 1987 VI.306; Kröger 2017, EN 18",
1692,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2014,1,"open",50.081,8.984,"Germany","Großkrotzenburg (Museumsstück ohne Fundangabe)",,"river","Main",,"very uncertain",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Hirte 1987 VI.307; Kröger 2017, EN 19",
1693,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",54.23,11.042,"Germany","Grube",,"lake","Unknown",,"uncertain",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Hirte 1987 I.29 (Taf. 86)",
1694,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",54.253,11.032,"Germany","Grube-Rosenhof LA 58 - Paddel 1",,"sea","Baltic Sea",,"reliable",,,"no","yes","yes",,"vessel","boat/ship parts; paddles",,,,,,,,-5100,-4200,"yes",,,,,,,,,,,,,,,,,,,,,,"reliable","Dated by the archaeological record",,"Klooß 2015, 62f.",
1695,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",54.255,11.035,"Germany","Grube-Rosenhof LA 58 - Paddel 10",,"sea","Baltic Sea",,"reliable",,,"no","yes","yes",,"vessel","boat/ship parts; paddles",,,,,,,,-5100,-4200,"yes",,,,,,,,,,,,,,,,,,,,,,"reliable","Dated by the archaeological record",,"Klooß 2015, 62f.",
1696,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",54.255,11.036,"Germany","Grube-Rosenhof LA 58 - Paddel 11",,"sea","Baltic Sea",,"reliable",,,"no","yes","yes",,"vessel","boat/ship parts; paddles",,,,,,,,-5100,-4200,"yes",,,,,,,,,,,,,,,,,,,,,,"reliable","Dated by the archaeological record",,"Klooß 2015, 62f.",
1697,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",54.253,11.033,"Germany","Grube-Rosenhof LA 58 - Paddel 2",,"sea","Baltic Sea",,"reliable",,,"no","yes","yes",,"vessel","boat/ship parts; paddles",,,,,,,,-5100,-4200,"yes",,,,,,,,,,,,,,,,,,,,,,"reliable","Dated by the archaeological record",,"Klooß 2015, 62f.",
